,gender,owns_home,child_one,child_two_plus,has_work_phone,age_high,age_highest,age_low,age_lowest,employment_duration_high,employment_duration_highest,employment_duration_low,employment_duration_medium,occupation_hightech,occupation_office,family_size_one,family_size_three_plus,housing_coop_apartment,housing_municipal_apartment,housing_office_apartment,housing_rented_apartment,housing_with_parents,education_higher_education,education_incomplete_higher,education_lower_secondary,marital_civil_marriage,marital_separated,marital_single_not_married,marital_widow,target
28777,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
28778,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28779,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28780,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28781,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28782,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28783,1.0,1.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28784,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28785,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28786,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28787,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28788,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28789,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28790,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28791,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28792,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28793,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28794,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28795,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28796,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28797,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28798,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
28799,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
28800,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
28801,1.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28802,1.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28803,1.0,1.0,0.0,1.0,1,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28806,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28807,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28808,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28809,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28810,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28811,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28812,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28813,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28814,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28815,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28816,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28817,1.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28818,1.0,1.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28822,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28823,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28824,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
28836,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28837,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28838,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28849,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
28851,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28852,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
28857,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28858,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28859,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28860,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
28861,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28862,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28863,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28864,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28867,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28868,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28869,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28870,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28871,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28872,0.0,1.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28885,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28886,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28887,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28888,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28889,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28890,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28891,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28892,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28893,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28894,0.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28895,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
28896,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
28897,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
28898,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28899,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28900,1.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28901,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28902,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28903,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28904,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28905,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28906,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28907,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28908,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28909,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28910,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28911,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28912,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28913,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28914,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
28915,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28916,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28917,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28918,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
28919,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
28920,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28921,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28922,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28923,1.0,1.0,1.0,0.0,1,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
28924,0.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
28925,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28926,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28927,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28928,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28929,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28930,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28931,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28932,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28933,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28934,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28935,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28936,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28937,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28938,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28939,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28940,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28941,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28942,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28943,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28944,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28945,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28946,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28947,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28948,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28950,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28951,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
28952,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28953,1.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28959,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28960,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
28961,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0
28962,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28963,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28964,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28965,1.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28966,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28967,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28968,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28970,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28971,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28972,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28973,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
28975,0.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28976,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28977,1.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28978,1.0,1.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28979,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28980,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28981,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28982,0.0,1.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28983,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
28985,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28986,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28987,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28990,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
28991,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
28992,0.0,1.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0
28993,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28994,1.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28995,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28999,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29001,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29002,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29003,0.0,1.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29004,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29005,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
29006,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
29007,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29008,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29009,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29010,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
